shipping_id,order_id,shipping_date,shipping_address,shipping_method
6425,106489,2024-09-11,Address_6425,Express
6426,141148,2024-06-21,Address_6426,Express
6427,144981,2024-05-11,Address_6427,Express
6428,36087,2024-06-07,Address_6428,Standard
6429,113257,2024-06-23,Address_6429,Standard
6430,65979,2024-10-04,Address_6430,Express
6431,23407,2024-10-25,Address_6431,Express
6432,128842,2024-01-31,Address_6432,Standard
6433,86766,2024-12-27,Address_6433,Express
6434,168801,2024-01-07,Address_6434,Express
6435,132419,2024-10-22,Address_6435,Express
6436,106221,2024-09-20,Address_6436,Standard
6437,140659,2024-11-07,Address_6437,Express
6438,39088,2024-12-10,Address_6438,Express
6439,146818,2024-04-21,Address_6439,Standard
6440,46956,2024-04-27,Address_6440,Standard
6441,97157,2024-01-29,Address_6441,Standard
6442,168275,2024-03-03,Address_6442,Express
6443,79662,2024-01-05,Address_6443,Standard
6444,24415,2024-12-10,Address_6444,Express
6445,114896,2024-12-07,Address_6445,Express
6446,130568,2024-12-23,Address_6446,Express
6447,72158,2024-02-25,Address_6447,Express
6448,64900,2024-11-23,Address_6448,Standard
6449,61150,2024-02-26,Address_6449,Express
6450,167087,2024-10-16,Address_6450,Express
6451,93361,2024-07-15,Address_6451,Express
6452,5025,2024-10-09,Address_6452,Standard
6453,141756,2024-01-02,Address_6453,Standard
6454,47875,2024-12-11,Address_6454,Standard
6455,99414,2024-09-11,Address_6455,Standard
6456,42767,2024-02-24,Address_6456,Express
6457,164499,2024-01-13,Address_6457,Express
6458,32253,2024-08-01,Address_6458,Standard
6459,30689,2024-12-10,Address_6459,Express
6460,92607,2024-10-09,Address_6460,Express
6461,20991,2024-06-26,Address_6461,Express
6462,152337,2024-03-03,Address_6462,Express
6463,119716,2024-12-09,Address_6463,Standard
6464,101513,2024-09-23,Address_6464,Standard
6465,160799,2024-02-24,Address_6465,Express
6466,139210,2024-03-07,Address_6466,Standard
6467,121552,2024-03-27,Address_6467,Standard
6468,144940,2024-02-05,Address_6468,Standard
6469,49117,2024-12-14,Address_6469,Express
6470,126895,2024-01-11,Address_6470,Express
6471,166938,2024-11-29,Address_6471,Express
6472,14254,2024-09-22,Address_6472,Standard
6473,29923,2024-03-08,Address_6473,Express
6474,59517,2024-04-21,Address_6474,Standard
6475,6541,2024-01-27,Address_6475,Express
6476,26093,2024-09-03,Address_6476,Express
6477,10298,2024-03-03,Address_6477,Standard
6478,56391,2024-01-23,Address_6478,Express
6479,42414,2024-03-30,Address_6479,Express
6480,46370,2024-01-12,Address_6480,Express
6481,93275,2024-03-26,Address_6481,Standard
6482,164544,2024-03-13,Address_6482,Standard
6483,164695,2024-04-04,Address_6483,Standard
6484,79783,2024-08-03,Address_6484,Express
6485,90735,2024-05-01,Address_6485,Express
6486,146735,2024-09-05,Address_6486,Standard
6487,14025,2024-08-20,Address_6487,Express
6488,157369,2024-04-01,Address_6488,Express
6489,110447,2024-11-11,Address_6489,Express
6490,13284,2024-04-18,Address_6490,Express
6491,163274,2024-10-15,Address_6491,Express
6492,133131,2024-07-09,Address_6492,Express
6493,161662,2024-09-29,Address_6493,Standard
6494,4957,2024-10-24,Address_6494,Standard
6495,117407,2024-12-02,Address_6495,Express
6496,106374,2024-08-25,Address_6496,Express
6497,926,2024-05-31,Address_6497,Standard
6498,10764,2024-08-25,Address_6498,Standard
6499,57919,2024-06-18,Address_6499,Standard
6500,39485,2024-02-09,Address_6500,Express
6501,81493,2024-12-04,Address_6501,Express
6502,102572,2024-10-02,Address_6502,Express
6503,120416,2024-08-12,Address_6503,Express
6504,117003,2024-07-06,Address_6504,Express
6505,78825,2024-06-27,Address_6505,Standard
6506,33925,2024-05-13,Address_6506,Standard
6507,86191,2024-09-04,Address_6507,Express
6508,147509,2024-09-23,Address_6508,Standard
6509,67064,2024-03-25,Address_6509,Express
6510,98377,2024-01-23,Address_6510,Express
6511,15696,2024-11-16,Address_6511,Express
6512,51123,2024-04-02,Address_6512,Express
6513,27861,2024-11-03,Address_6513,Express
6514,50715,2024-07-16,Address_6514,Express
6515,141711,2024-01-01,Address_6515,Express
6516,116828,2024-06-20,Address_6516,Standard
6517,47404,2024-07-21,Address_6517,Standard
6518,66333,2024-01-15,Address_6518,Standard
6519,105064,2024-04-03,Address_6519,Standard
6520,160079,2024-03-30,Address_6520,Express
6521,164798,2024-12-11,Address_6521,Express
6522,130885,2024-03-20,Address_6522,Standard
6523,44767,2024-11-01,Address_6523,Standard
6524,69612,2024-07-05,Address_6524,Standard
6525,7841,2024-11-25,Address_6525,Standard
6526,52933,2024-09-01,Address_6526,Express
6527,100635,2024-02-26,Address_6527,Standard
6528,141345,2024-10-06,Address_6528,Express
6529,117213,2024-01-03,Address_6529,Express
6530,39214,2024-04-05,Address_6530,Express
6531,53551,2024-05-12,Address_6531,Standard
6532,127997,2024-03-25,Address_6532,Standard
6533,156352,2024-06-02,Address_6533,Standard
6534,41396,2024-03-20,Address_6534,Standard
6535,81047,2024-11-27,Address_6535,Standard
6536,156996,2024-08-27,Address_6536,Express
6537,108879,2024-10-24,Address_6537,Standard
6538,52035,2024-11-16,Address_6538,Express
6539,80080,2024-01-19,Address_6539,Standard
6540,94889,2024-04-10,Address_6540,Express
6541,81348,2024-02-14,Address_6541,Express
6542,92725,2024-08-03,Address_6542,Express
6543,92972,2024-07-01,Address_6543,Standard
6544,38389,2024-04-04,Address_6544,Standard
6545,80920,2024-04-10,Address_6545,Standard
6546,117235,2024-06-04,Address_6546,Standard
6547,57521,2024-03-01,Address_6547,Express
6548,104951,2024-11-11,Address_6548,Standard
6549,76935,2024-09-06,Address_6549,Standard
6550,4702,2024-08-20,Address_6550,Express
6551,110745,2024-10-31,Address_6551,Standard
6552,124893,2024-01-11,Address_6552,Standard
6553,117402,2024-11-28,Address_6553,Express
6554,15894,2024-06-18,Address_6554,Express
6555,100198,2024-11-25,Address_6555,Express
6556,60635,2024-06-26,Address_6556,Standard
6557,92025,2024-03-24,Address_6557,Express
6558,145715,2024-10-28,Address_6558,Express
6559,62730,2024-06-18,Address_6559,Express
6560,54289,2024-01-09,Address_6560,Standard
6561,72167,2024-11-14,Address_6561,Express
6562,133766,2024-05-10,Address_6562,Express
6563,36913,2024-04-14,Address_6563,Standard
6564,44233,2024-07-03,Address_6564,Standard
6565,90217,2024-05-06,Address_6565,Standard
6566,63385,2024-06-04,Address_6566,Standard
6567,5400,2024-10-24,Address_6567,Express
6568,102438,2024-08-04,Address_6568,Express
6569,51155,2024-04-16,Address_6569,Standard
6570,103605,2024-08-06,Address_6570,Express
6571,123322,2024-09-22,Address_6571,Express
6572,154485,2024-03-10,Address_6572,Standard
6573,139725,2024-07-26,Address_6573,Standard
6574,77910,2024-03-15,Address_6574,Standard
6575,38505,2024-07-06,Address_6575,Standard
6576,18376,2024-02-15,Address_6576,Express
6577,51372,2024-02-18,Address_6577,Standard
6578,51606,2024-10-20,Address_6578,Standard
6579,138955,2024-12-05,Address_6579,Express
6580,68036,2024-01-19,Address_6580,Standard
6581,67605,2024-11-20,Address_6581,Express
6582,14052,2024-06-30,Address_6582,Express
6583,1510,2024-06-23,Address_6583,Express
6584,60797,2024-08-27,Address_6584,Standard
6585,163251,2024-09-25,Address_6585,Express
6586,130651,2024-12-30,Address_6586,Express
6587,103003,2024-10-14,Address_6587,Express
6588,119070,2024-02-02,Address_6588,Express
6589,9638,2024-03-07,Address_6589,Standard
6590,150154,2024-03-21,Address_6590,Standard
6591,7468,2024-09-22,Address_6591,Express
6592,8400,2024-02-23,Address_6592,Express
6593,96528,2024-10-10,Address_6593,Express
6594,55052,2024-03-06,Address_6594,Standard
6595,161025,2024-01-05,Address_6595,Standard
6596,132765,2024-08-01,Address_6596,Standard
6597,157143,2024-10-04,Address_6597,Express
6598,64522,2024-07-31,Address_6598,Express
6599,145419,2024-03-16,Address_6599,Standard
6600,145820,2024-02-29,Address_6600,Express
6601,33254,2024-10-09,Address_6601,Express
6602,99928,2024-10-08,Address_6602,Express
6603,7732,2024-12-21,Address_6603,Standard
6604,159438,2024-06-19,Address_6604,Standard
6605,13734,2024-08-03,Address_6605,Standard
6606,93208,2024-03-18,Address_6606,Standard
6607,121913,2024-08-29,Address_6607,Express
6608,87448,2024-08-04,Address_6608,Express
6609,45,2024-12-01,Address_6609,Standard
6610,58825,2024-09-18,Address_6610,Express
6611,125884,2024-06-30,Address_6611,Express
6612,119356,2024-05-10,Address_6612,Standard
6613,115979,2024-08-20,Address_6613,Standard
6614,126619,2024-05-21,Address_6614,Standard
6615,54439,2024-07-14,Address_6615,Standard
6616,125693,2024-12-18,Address_6616,Express
6617,107741,2024-09-16,Address_6617,Express
6618,163262,2024-07-07,Address_6618,Express
6619,84249,2024-07-01,Address_6619,Express
6620,37861,2024-09-15,Address_6620,Express
6621,94099,2024-07-26,Address_6621,Standard
6622,32354,2024-11-14,Address_6622,Express
6623,31330,2024-12-20,Address_6623,Express
6624,74524,2024-08-08,Address_6624,Express
6625,39231,2024-03-22,Address_6625,Express
6626,67305,2024-06-27,Address_6626,Standard
6627,22127,2024-05-01,Address_6627,Standard
6628,152009,2024-03-20,Address_6628,Express
6629,88689,2024-04-17,Address_6629,Standard
6630,10851,2024-05-10,Address_6630,Standard
6631,98143,2024-10-12,Address_6631,Express
6632,113182,2024-12-11,Address_6632,Standard
6633,22140,2024-05-23,Address_6633,Express
6634,157770,2024-02-27,Address_6634,Standard
6635,80885,2024-12-14,Address_6635,Standard
6636,45672,2024-03-21,Address_6636,Standard
6637,92685,2024-06-22,Address_6637,Standard
6638,163516,2024-02-29,Address_6638,Express
6639,115078,2024-05-18,Address_6639,Standard
6640,118180,2024-03-03,Address_6640,Standard
6641,107207,2024-08-10,Address_6641,Express
6642,130237,2024-04-10,Address_6642,Express
6643,135570,2024-04-14,Address_6643,Standard
6644,140472,2024-08-03,Address_6644,Express
6645,28611,2024-09-30,Address_6645,Express
6646,52605,2024-12-16,Address_6646,Standard
6647,16008,2024-12-14,Address_6647,Standard
6648,78971,2024-07-20,Address_6648,Standard
6649,60556,2024-01-19,Address_6649,Standard
6650,146344,2024-03-09,Address_6650,Standard
6651,14529,2024-04-15,Address_6651,Express
6652,130764,2024-01-01,Address_6652,Standard
6653,101990,2024-04-28,Address_6653,Standard
6654,82796,2024-03-22,Address_6654,Standard
6655,133535,2024-03-14,Address_6655,Standard
6656,110001,2024-12-02,Address_6656,Standard
6657,45009,2024-04-25,Address_6657,Express
6658,155700,2024-12-16,Address_6658,Express
6659,126892,2024-06-04,Address_6659,Standard
6660,129347,2024-12-09,Address_6660,Express
6661,145548,2024-06-26,Address_6661,Express
6662,163453,2024-03-29,Address_6662,Express
6663,97903,2024-09-28,Address_6663,Express
6664,99927,2024-08-06,Address_6664,Standard
6665,57571,2024-07-18,Address_6665,Standard
6666,78465,2024-03-31,Address_6666,Standard
6667,63506,2024-01-01,Address_6667,Express
6668,79014,2024-09-05,Address_6668,Express
6669,34490,2024-06-29,Address_6669,Standard
6670,125085,2024-11-05,Address_6670,Express
6671,154599,2024-02-08,Address_6671,Express
6672,89632,2024-09-14,Address_6672,Standard
6673,26203,2024-06-19,Address_6673,Standard
6674,149162,2024-02-12,Address_6674,Standard
6675,74321,2024-05-28,Address_6675,Standard
6676,28744,2024-07-10,Address_6676,Standard
6677,81619,2024-06-24,Address_6677,Standard
6678,133166,2024-09-02,Address_6678,Express
6679,126275,2024-07-12,Address_6679,Standard
6680,140280,2024-12-17,Address_6680,Standard
6681,78209,2024-08-25,Address_6681,Standard
6682,30048,2024-04-26,Address_6682,Standard
6683,23979,2024-03-28,Address_6683,Express
6684,101276,2024-07-23,Address_6684,Standard
6685,104678,2024-07-31,Address_6685,Standard
6686,155828,2024-10-23,Address_6686,Express
6687,49890,2024-11-15,Address_6687,Standard
6688,49643,2024-11-18,Address_6688,Express
6689,137682,2024-01-27,Address_6689,Express
6690,167222,2024-04-20,Address_6690,Express
6691,66817,2024-02-12,Address_6691,Express
6692,6743,2024-12-11,Address_6692,Standard
6693,122013,2024-07-22,Address_6693,Express
6694,116212,2024-12-03,Address_6694,Express
6695,14387,2024-01-24,Address_6695,Express
6696,33178,2024-09-03,Address_6696,Express
6697,17809,2024-08-01,Address_6697,Standard
6698,163810,2024-03-23,Address_6698,Standard
6699,85403,2024-12-17,Address_6699,Express
6700,17148,2024-05-28,Address_6700,Express
6701,160942,2024-10-09,Address_6701,Express
6702,74847,2024-05-26,Address_6702,Express
6703,111157,2024-01-21,Address_6703,Express
6704,88718,2024-10-25,Address_6704,Express
6705,21510,2024-05-17,Address_6705,Express
6706,162565,2024-08-25,Address_6706,Standard
6707,156456,2024-04-03,Address_6707,Express
6708,72622,2024-10-22,Address_6708,Express
6709,33793,2024-11-01,Address_6709,Express
6710,1331,2024-09-10,Address_6710,Express
6711,105259,2024-09-16,Address_6711,Express
6712,155767,2024-12-16,Address_6712,Express
6713,107792,2024-09-25,Address_6713,Express
6714,15068,2024-02-05,Address_6714,Express
6715,116659,2024-08-27,Address_6715,Standard
6716,141184,2024-08-31,Address_6716,Express
6717,31891,2024-02-27,Address_6717,Express
6718,109544,2024-07-03,Address_6718,Express
6719,79529,2024-06-30,Address_6719,Express
6720,140388,2024-03-26,Address_6720,Express
6721,25763,2024-06-17,Address_6721,Express
6722,23446,2024-05-02,Address_6722,Standard
6723,25808,2024-06-06,Address_6723,Standard
6724,128687,2024-08-02,Address_6724,Standard
6725,74913,2024-05-02,Address_6725,Express
6726,106769,2024-09-28,Address_6726,Express
6727,121168,2024-12-22,Address_6727,Express
6728,87117,2024-08-07,Address_6728,Standard
6729,135923,2024-07-08,Address_6729,Express
6730,165536,2024-06-09,Address_6730,Standard
6731,92389,2024-01-02,Address_6731,Express
6732,41569,2024-03-18,Address_6732,Standard
6733,51421,2024-06-02,Address_6733,Standard
6734,113189,2024-02-25,Address_6734,Express
6735,158706,2024-07-25,Address_6735,Express
6736,35803,2024-08-21,Address_6736,Standard
6737,123569,2024-04-19,Address_6737,Standard
6738,123784,2024-02-17,Address_6738,Standard
6739,16594,2024-10-02,Address_6739,Express
6740,72203,2024-06-18,Address_6740,Standard
6741,106635,2024-11-17,Address_6741,Express
6742,10636,2024-03-26,Address_6742,Standard
6743,118137,2024-08-18,Address_6743,Standard
6744,153076,2024-03-17,Address_6744,Standard
6745,112439,2024-04-07,Address_6745,Express
6746,62497,2024-08-14,Address_6746,Standard
6747,118716,2024-02-25,Address_6747,Express
6748,64312,2024-03-23,Address_6748,Express
6749,78487,2024-02-01,Address_6749,Standard
6750,90826,2024-07-21,Address_6750,Express
6751,32619,2024-07-02,Address_6751,Standard
6752,78862,2024-12-07,Address_6752,Express
6753,149641,2024-06-07,Address_6753,Standard
6754,165563,2024-08-23,Address_6754,Standard
6755,147165,2024-05-15,Address_6755,Standard
6756,88443,2024-03-22,Address_6756,Standard
6757,56529,2024-05-19,Address_6757,Express
6758,152750,2024-03-26,Address_6758,Express
6759,153648,2024-05-01,Address_6759,Standard
6760,49645,2024-05-13,Address_6760,Standard
6761,13354,2024-02-11,Address_6761,Standard
6762,153077,2024-12-10,Address_6762,Standard
6763,8101,2024-08-29,Address_6763,Express
6764,95335,2024-05-30,Address_6764,Standard
6765,130272,2024-08-25,Address_6765,Express
6766,41158,2024-01-25,Address_6766,Express
6767,139431,2024-04-01,Address_6767,Express
6768,102406,2024-01-31,Address_6768,Express
6769,17940,2024-02-11,Address_6769,Express
6770,150935,2024-07-16,Address_6770,Standard
6771,30231,2024-01-20,Address_6771,Standard
6772,48944,2024-02-22,Address_6772,Standard
6773,128195,2024-01-16,Address_6773,Express
6774,133982,2024-08-08,Address_6774,Express
6775,119027,2024-05-05,Address_6775,Express
6776,49303,2024-09-26,Address_6776,Standard
6777,110981,2024-11-08,Address_6777,Standard
6778,101313,2024-06-10,Address_6778,Express
6779,95388,2024-06-01,Address_6779,Standard
6780,128257,2024-08-28,Address_6780,Express
6781,57499,2024-02-05,Address_6781,Standard
6782,22936,2024-12-23,Address_6782,Standard
6783,5156,2024-06-14,Address_6783,Express
6784,56568,2024-01-13,Address_6784,Standard
6785,79998,2024-03-12,Address_6785,Standard
6786,127127,2024-12-17,Address_6786,Express
6787,63590,2024-06-06,Address_6787,Express
6788,93022,2024-09-29,Address_6788,Standard
6789,151444,2024-11-10,Address_6789,Standard
6790,142536,2024-12-16,Address_6790,Express
6791,100602,2024-11-25,Address_6791,Express
6792,55081,2024-10-24,Address_6792,Standard
6793,11072,2024-10-31,Address_6793,Express
6794,59681,2024-04-26,Address_6794,Standard
6795,112462,2024-07-02,Address_6795,Express
6796,69455,2024-11-25,Address_6796,Standard
6797,117901,2024-04-27,Address_6797,Standard
6798,679,2024-01-02,Address_6798,Express
6799,86372,2024-06-28,Address_6799,Express
6800,134646,2024-06-22,Address_6800,Express
6801,129772,2024-03-16,Address_6801,Standard
6802,131355,2024-04-04,Address_6802,Standard
6803,6708,2024-02-07,Address_6803,Express
6804,116157,2024-07-09,Address_6804,Standard
6805,32823,2024-05-19,Address_6805,Standard
6806,34868,2024-09-04,Address_6806,Standard
6807,33368,2024-12-28,Address_6807,Standard
6808,152294,2024-01-05,Address_6808,Standard
6809,27814,2024-06-21,Address_6809,Standard
6810,164106,2024-08-07,Address_6810,Standard
6811,167575,2024-08-16,Address_6811,Standard
6812,141514,2024-11-25,Address_6812,Express
6813,90481,2024-02-16,Address_6813,Standard
6814,142155,2024-11-05,Address_6814,Express
6815,163837,2024-02-23,Address_6815,Express
6816,57824,2024-06-05,Address_6816,Standard
6817,29002,2024-09-29,Address_6817,Standard
6818,141363,2024-01-18,Address_6818,Standard
6819,11049,2024-08-30,Address_6819,Standard
6820,54373,2024-03-07,Address_6820,Express
6821,21167,2024-02-23,Address_6821,Standard
6822,108234,2024-11-08,Address_6822,Express
6823,129758,2024-07-22,Address_6823,Standard
6824,16170,2024-04-20,Address_6824,Standard
6825,152033,2024-04-21,Address_6825,Express
6826,45018,2024-12-10,Address_6826,Express
6827,9359,2024-10-03,Address_6827,Express
6828,113519,2024-02-22,Address_6828,Standard
6829,120724,2024-12-23,Address_6829,Standard
6830,110791,2024-09-30,Address_6830,Express
6831,19369,2024-08-26,Address_6831,Express
6832,75655,2024-03-22,Address_6832,Express
6833,244,2024-11-01,Address_6833,Standard
6834,113717,2024-08-06,Address_6834,Express
6835,27970,2024-01-20,Address_6835,Standard
6836,146537,2024-12-09,Address_6836,Standard
6837,45733,2024-02-28,Address_6837,Standard
6838,45444,2024-01-07,Address_6838,Standard
6839,23176,2024-05-04,Address_6839,Express
6840,138503,2024-06-10,Address_6840,Standard
6841,105827,2024-06-20,Address_6841,Express
6842,2486,2024-10-12,Address_6842,Express
6843,42613,2024-03-15,Address_6843,Standard
6844,133277,2024-04-02,Address_6844,Standard
6845,112668,2024-07-04,Address_6845,Express
6846,24247,2024-10-21,Address_6846,Express
6847,11142,2024-04-11,Address_6847,Express
6848,153103,2024-03-10,Address_6848,Standard
6849,67721,2024-03-11,Address_6849,Express
6850,27483,2024-08-25,Address_6850,Express
6851,54008,2024-12-24,Address_6851,Express
6852,54415,2024-10-29,Address_6852,Express
6853,21849,2024-01-10,Address_6853,Express
6854,53978,2024-05-07,Address_6854,Standard
6855,131214,2024-03-13,Address_6855,Standard
6856,54527,2024-12-07,Address_6856,Standard
6857,131984,2024-09-28,Address_6857,Standard
6858,40845,2024-04-13,Address_6858,Express
6859,26811,2024-11-05,Address_6859,Standard
6860,161937,2024-02-11,Address_6860,Standard
6861,127395,2024-07-20,Address_6861,Standard
6862,13977,2024-02-28,Address_6862,Express
6863,66278,2024-10-20,Address_6863,Express
6864,22425,2024-09-08,Address_6864,Express
6865,84326,2024-07-18,Address_6865,Express
6866,74231,2024-06-06,Address_6866,Standard
6867,123519,2024-02-15,Address_6867,Express
6868,13142,2024-08-29,Address_6868,Express
6869,96668,2024-02-17,Address_6869,Standard
6870,38889,2024-04-06,Address_6870,Express
6871,143963,2024-10-19,Address_6871,Express
6872,109020,2024-07-16,Address_6872,Express
6873,161649,2024-11-21,Address_6873,Standard
6874,58813,2024-01-06,Address_6874,Express
6875,17365,2024-06-24,Address_6875,Standard
6876,120834,2024-09-15,Address_6876,Express
6877,135722,2024-06-10,Address_6877,Standard
6878,72372,2024-10-27,Address_6878,Express
6879,21829,2024-06-25,Address_6879,Standard
6880,27264,2024-09-04,Address_6880,Standard
6881,125521,2024-03-05,Address_6881,Standard
6882,44076,2024-07-21,Address_6882,Express
6883,1326,2024-06-16,Address_6883,Express
6884,146974,2024-05-15,Address_6884,Express
6885,74877,2024-06-21,Address_6885,Express
6886,154504,2024-07-31,Address_6886,Standard
6887,157134,2024-07-22,Address_6887,Express
6888,56000,2024-04-21,Address_6888,Standard
6889,35953,2024-05-18,Address_6889,Standard
6890,77446,2024-08-02,Address_6890,Express
6891,30914,2024-08-09,Address_6891,Express
6892,154331,2024-07-28,Address_6892,Express
6893,104196,2024-04-16,Address_6893,Express
6894,32574,2024-08-19,Address_6894,Express
6895,167701,2024-09-13,Address_6895,Express
6896,30214,2024-12-13,Address_6896,Express
6897,22039,2024-08-30,Address_6897,Express
6898,39987,2024-06-12,Address_6898,Express
6899,25573,2024-10-21,Address_6899,Standard
6900,156817,2024-12-10,Address_6900,Standard
6901,22981,2024-06-30,Address_6901,Express
6902,78227,2024-05-08,Address_6902,Express
6903,136702,2024-04-18,Address_6903,Express
6904,131754,2024-03-08,Address_6904,Standard
6905,38180,2024-09-15,Address_6905,Express
6906,110016,2024-08-06,Address_6906,Standard
6907,27359,2024-08-12,Address_6907,Standard
6908,92365,2024-12-29,Address_6908,Express
6909,5397,2024-12-16,Address_6909,Standard
6910,157336,2024-12-06,Address_6910,Express
6911,52770,2024-04-04,Address_6911,Standard
6912,166831,2024-06-03,Address_6912,Express
6913,98027,2024-11-24,Address_6913,Express
6914,77329,2024-05-07,Address_6914,Express
6915,159041,2024-10-06,Address_6915,Standard
6916,22210,2024-02-02,Address_6916,Standard
6917,108984,2024-07-16,Address_6917,Standard
6918,58199,2024-01-20,Address_6918,Standard
6919,90636,2024-05-26,Address_6919,Express
6920,60888,2024-05-28,Address_6920,Express
6921,96936,2024-06-11,Address_6921,Standard
6922,47960,2024-03-20,Address_6922,Standard
6923,20068,2024-11-25,Address_6923,Standard
6924,74948,2024-01-13,Address_6924,Standard
6925,40992,2024-05-12,Address_6925,Standard
6926,16333,2024-02-11,Address_6926,Express
6927,17450,2024-07-08,Address_6927,Express
6928,84186,2024-12-27,Address_6928,Express
6929,43369,2024-09-18,Address_6929,Standard
6930,156679,2024-02-25,Address_6930,Standard
6931,68132,2024-05-26,Address_6931,Express
6932,146030,2024-04-15,Address_6932,Express
6933,61545,2024-08-31,Address_6933,Express
6934,130220,2024-06-15,Address_6934,Express
6935,4291,2024-07-18,Address_6935,Standard
6936,29587,2024-06-22,Address_6936,Express
6937,78351,2024-04-25,Address_6937,Standard
6938,46167,2024-10-27,Address_6938,Express
6939,55225,2024-03-08,Address_6939,Standard
6940,86364,2024-10-17,Address_6940,Express
6941,152583,2024-08-12,Address_6941,Standard
6942,109516,2024-10-11,Address_6942,Express
6943,98194,2024-06-21,Address_6943,Express
6944,20037,2024-12-21,Address_6944,Express
6945,102010,2024-05-27,Address_6945,Express
6946,88321,2024-01-10,Address_6946,Express
6947,109325,2024-09-14,Address_6947,Express
6948,35209,2024-02-24,Address_6948,Standard
6949,60792,2024-07-26,Address_6949,Standard
6950,140972,2024-11-19,Address_6950,Express
6951,167796,2024-09-15,Address_6951,Standard
6952,145261,2024-04-30,Address_6952,Standard
6953,139498,2024-11-21,Address_6953,Standard
6954,34858,2024-10-08,Address_6954,Express
6955,114847,2024-05-23,Address_6955,Standard
6956,42835,2024-08-14,Address_6956,Express
6957,34070,2024-07-14,Address_6957,Express
6958,166345,2024-05-18,Address_6958,Express
6959,111843,2024-06-16,Address_6959,Express
6960,148033,2024-05-28,Address_6960,Standard
6961,132872,2024-09-15,Address_6961,Standard
6962,166501,2024-02-29,Address_6962,Express
6963,74004,2024-04-10,Address_6963,Standard
6964,8647,2024-02-13,Address_6964,Standard
6965,164411,2024-12-21,Address_6965,Standard
6966,40955,2024-03-12,Address_6966,Standard
6967,76778,2024-11-22,Address_6967,Express
6968,44287,2024-01-10,Address_6968,Standard
6969,109813,2024-11-21,Address_6969,Standard
6970,13638,2024-07-01,Address_6970,Express
6971,49537,2024-06-07,Address_6971,Standard
6972,60089,2024-07-15,Address_6972,Standard
6973,83112,2024-08-07,Address_6973,Express
6974,93369,2024-11-18,Address_6974,Express
6975,133855,2024-10-22,Address_6975,Express
6976,42672,2024-07-06,Address_6976,Standard
6977,107540,2024-04-19,Address_6977,Express
6978,35669,2024-06-27,Address_6978,Express
6979,96395,2024-07-28,Address_6979,Express
6980,165418,2024-05-18,Address_6980,Standard
6981,134152,2024-08-10,Address_6981,Standard
6982,37484,2024-03-31,Address_6982,Express
6983,68310,2024-01-21,Address_6983,Express
6984,21123,2024-11-27,Address_6984,Standard
6985,64004,2024-01-15,Address_6985,Standard
6986,136780,2024-03-31,Address_6986,Express
6987,133387,2024-02-25,Address_6987,Standard
6988,69976,2024-07-25,Address_6988,Express
6989,154868,2024-07-27,Address_6989,Standard
6990,9609,2024-12-05,Address_6990,Express
6991,151839,2024-05-07,Address_6991,Standard
6992,143798,2024-12-24,Address_6992,Express
6993,932,2024-06-10,Address_6993,Standard
6994,16902,2024-02-29,Address_6994,Standard
6995,163901,2024-04-04,Address_6995,Standard
6996,125392,2024-09-10,Address_6996,Express
6997,35957,2024-10-26,Address_6997,Express
6998,7896,2024-05-07,Address_6998,Express
6999,78018,2024-11-14,Address_6999,Express
7000,830,2024-04-22,Address_7000,Standard
7001,112912,2024-12-01,Address_7001,Standard
7002,97018,2024-03-28,Address_7002,Express
7003,16890,2024-01-11,Address_7003,Express
7004,71412,2024-07-23,Address_7004,Express
7005,101341,2024-04-14,Address_7005,Express
7006,41491,2024-08-12,Address_7006,Express
7007,24571,2024-02-20,Address_7007,Express
7008,117838,2024-10-30,Address_7008,Express
7009,35196,2024-02-05,Address_7009,Standard
7010,53397,2024-09-29,Address_7010,Express
7011,87379,2024-05-25,Address_7011,Express
7012,147301,2024-09-10,Address_7012,Standard
7013,120030,2024-01-06,Address_7013,Standard
7014,5627,2024-01-16,Address_7014,Standard
7015,109070,2024-07-16,Address_7015,Standard
7016,112296,2024-04-09,Address_7016,Express
7017,82230,2024-07-19,Address_7017,Standard
7018,39094,2024-08-30,Address_7018,Standard
7019,29705,2024-03-28,Address_7019,Standard
7020,45125,2024-04-21,Address_7020,Standard
7021,60315,2024-02-24,Address_7021,Express
7022,123778,2024-08-29,Address_7022,Express
7023,55723,2024-12-05,Address_7023,Standard
7024,23974,2024-12-22,Address_7024,Express
7025,86854,2024-11-20,Address_7025,Standard
7026,69546,2024-06-19,Address_7026,Express
7027,136761,2024-10-07,Address_7027,Standard
7028,24509,2024-02-16,Address_7028,Standard
7029,58513,2024-01-10,Address_7029,Standard
7030,90011,2024-05-29,Address_7030,Express
7031,119034,2024-08-26,Address_7031,Standard
7032,74560,2024-02-06,Address_7032,Express
7033,51909,2024-07-17,Address_7033,Express
7034,121749,2024-09-28,Address_7034,Express
7035,121846,2024-06-09,Address_7035,Standard
7036,25102,2024-12-06,Address_7036,Standard
7037,84581,2024-02-22,Address_7037,Standard
7038,13704,2024-07-04,Address_7038,Standard
7039,21300,2024-09-18,Address_7039,Standard
7040,24109,2024-04-28,Address_7040,Standard
7041,45983,2024-01-11,Address_7041,Express
7042,83666,2024-07-03,Address_7042,Standard
7043,53954,2024-10-31,Address_7043,Standard
7044,28774,2024-12-25,Address_7044,Standard
7045,70779,2024-02-05,Address_7045,Express
