order_id,customer_id,order_date,total_amount,status
5704,63636,2024-05-18,576.8649874980312,Shipped
5705,123827,2024-11-26,409.62703423292265,Shipped
5706,50891,2024-07-25,836.3382728347035,Shipped
5707,154636,2024-03-02,875.8326723878434,Pending
5708,23685,2024-06-25,570.6965901668626,Pending
5709,94521,2024-05-18,540.6808119998514,Shipped
5710,146164,2024-07-16,790.1920136641295,Pending
5711,112860,2024-05-23,321.17292809551225,Cancelled
5712,46409,2024-02-22,937.9123101463637,Shipped
5713,162130,2024-06-27,69.42809670468637,Delivered
5714,99058,2024-03-03,473.3565800550481,Pending
5715,71478,2024-08-27,851.8420178739265,Shipped
5716,139424,2024-05-16,855.0183513684137,Cancelled
5717,9200,2024-01-08,360.1855661665906,Shipped
5718,16375,2024-11-24,466.0405082593984,Shipped
5719,106493,2024-05-05,819.0038505181643,Delivered
5720,2663,2024-11-24,632.5938867026128,Pending
5721,30354,2024-02-19,296.144953042876,Delivered
5722,1407,2024-04-25,997.2390378150229,Cancelled
5723,142719,2024-11-10,951.4626843310999,Delivered
5724,106545,2024-08-10,216.823803370309,Pending
5725,91232,2024-08-15,796.415399623621,Shipped
5726,87523,2024-12-25,590.526666377763,Cancelled
5727,67144,2024-05-11,239.29490703853824,Delivered
5728,71637,2024-07-08,139.94232061146678,Cancelled
5729,144330,2024-08-25,773.5031429318892,Shipped
5730,40407,2024-10-15,550.6361094135912,Pending
5731,62402,2024-01-15,830.1923319161295,Shipped
5732,59862,2024-09-20,929.6208724589997,Shipped
5733,93989,2024-09-12,379.3764926567175,Cancelled
5734,166201,2024-07-05,142.5209585391318,Shipped
5735,12354,2024-02-01,440.4110729831773,Delivered
5736,79837,2024-05-15,181.5008319334177,Delivered
5737,55681,2024-02-01,693.8411941832219,Cancelled
5738,155802,2024-07-09,330.92042653921027,Cancelled
5739,122452,2024-05-21,133.27885550375163,Pending
5740,151905,2024-10-26,936.3171142290183,Shipped
5741,140354,2024-07-14,683.3338595942017,Shipped
5742,16660,2024-03-26,434.0619017740238,Delivered
5743,78698,2024-08-15,764.3105266336106,Pending
5744,75977,2024-10-15,414.4357046698449,Pending
5745,2092,2024-03-10,469.8742551971983,Pending
5746,72149,2024-10-29,696.2947414178443,Shipped
5747,56675,2024-06-17,326.5568749871704,Delivered
5748,71533,2024-11-03,756.773450315592,Cancelled
5749,115819,2024-01-18,672.859822363494,Delivered
5750,123490,2024-01-18,106.13840601904079,Cancelled
5751,86850,2024-03-08,256.81174686495336,Cancelled
5752,17968,2024-09-11,933.6846892706684,Pending
5753,147929,2024-04-28,318.0050723655706,Shipped
5754,1801,2024-12-03,195.22054025254812,Shipped
5755,140869,2024-04-19,596.8655577375098,Delivered
5756,57212,2024-09-19,18.49075143066277,Shipped
5757,102245,2024-09-27,637.0597312075632,Delivered
5758,117470,2024-10-13,761.7339157883944,Pending
5759,157227,2024-10-15,611.4550485469887,Cancelled
5760,105692,2024-07-26,860.2326261389376,Shipped
5761,38243,2024-11-05,879.1802581906016,Cancelled
5762,74507,2024-04-12,224.7664260627311,Pending
5763,148009,2024-09-09,110.02049541209145,Cancelled
5764,76334,2024-09-26,120.44805942184625,Delivered
5765,149314,2024-05-08,955.4590814162539,Cancelled
5766,13641,2024-05-01,282.84444018081325,Cancelled
5767,118061,2024-12-14,815.1572777435089,Cancelled
5768,62048,2024-07-04,492.7997913987965,Pending
5769,121626,2024-02-01,243.70199196319132,Cancelled
5770,113799,2024-07-06,717.076713524096,Cancelled
5771,168059,2024-04-01,952.2086828786335,Shipped
5772,65466,2024-03-14,994.4037559020965,Delivered
5773,74389,2024-05-20,273.52820473870736,Shipped
5774,57418,2024-09-12,655.2536913004328,Shipped
5775,100342,2024-12-28,71.97842723693982,Shipped
5776,5511,2024-05-23,581.5684722681409,Shipped
5777,128305,2024-03-21,367.9562780106736,Cancelled
5778,93438,2024-08-28,333.1199297870091,Delivered
5779,103812,2024-10-20,805.1959603233132,Cancelled
5780,141697,2024-02-19,305.96813774859845,Cancelled
5781,158995,2024-12-15,234.88581344499252,Cancelled
5782,33295,2024-03-26,51.14309484633211,Cancelled
5783,129360,2024-06-18,769.3995153173012,Pending
5784,23781,2024-03-24,223.31230039491638,Cancelled
5785,96363,2024-09-04,260.8427643141533,Cancelled
5786,105025,2024-12-24,557.9296207306336,Cancelled
5787,100172,2024-05-14,938.4254684568232,Pending
5788,143945,2024-03-09,88.14227703761514,Pending
5789,5804,2024-12-26,222.38433685303082,Shipped
5790,40695,2024-02-27,463.7417737580197,Shipped
5791,164652,2024-10-06,468.1125741508033,Cancelled
5792,109845,2024-08-12,445.3971823524702,Cancelled
5793,96014,2024-03-08,430.6365529248107,Shipped
5794,154983,2024-07-24,473.05735735743633,Cancelled
5795,130345,2024-10-14,17.366723456995146,Shipped
5796,70026,2024-11-24,387.4953426596466,Shipped
5797,123422,2024-10-03,652.7633317157423,Cancelled
5798,113534,2024-10-08,371.8192981487402,Shipped
5799,80349,2024-04-16,815.7299094695825,Delivered
5800,28462,2024-03-04,182.52694367847073,Pending
5801,71689,2024-12-29,800.5332741122747,Shipped
5802,82511,2024-10-31,173.01031864944892,Delivered
5803,685,2024-11-29,841.5258344672679,Cancelled
5804,115316,2024-08-04,314.1444860363251,Shipped
5805,123438,2024-06-08,308.72955933659455,Shipped
5806,3383,2024-11-16,810.133117420146,Cancelled
5807,34137,2024-10-26,345.8017310331823,Delivered
5808,155921,2024-09-24,342.2538639718746,Cancelled
5809,96223,2024-10-10,19.60906415216622,Cancelled
5810,3922,2024-03-19,80.58495221342565,Cancelled
5811,51812,2024-04-25,499.94491896997374,Pending
5812,56098,2024-06-13,305.8957952938076,Cancelled
5813,46170,2024-06-18,130.61072033586362,Cancelled
5814,30730,2024-05-07,771.3969265577193,Delivered
5815,117208,2024-08-02,90.2960015051083,Shipped
5816,139129,2024-10-31,537.8649644069426,Shipped
5817,136444,2024-08-23,893.0808353207237,Delivered
5818,5193,2024-04-06,166.4213662653317,Delivered
5819,86502,2024-10-27,980.7123664078732,Cancelled
5820,37858,2024-10-10,372.7653858268281,Shipped
5821,47341,2024-05-17,515.2280091739331,Shipped
5822,73377,2024-11-06,735.0060952415449,Shipped
5823,70748,2024-01-16,590.2403636807867,Shipped
5824,123906,2024-05-13,814.5560440748303,Shipped
5825,101350,2024-01-16,758.8368423181935,Cancelled
5826,47328,2024-02-08,345.92282606311346,Pending
5827,152822,2024-03-04,788.7883600209612,Shipped
5828,31735,2024-03-23,213.7132337558226,Cancelled
5829,122360,2024-12-27,158.82148128916208,Cancelled
5830,87961,2024-07-16,757.2846256395923,Cancelled
5831,88653,2024-04-02,341.00567307881425,Cancelled
5832,161721,2024-04-07,430.8296267052177,Pending
5833,105453,2024-01-22,859.2348493440745,Delivered
5834,13497,2024-10-02,424.29200532843254,Cancelled
5835,127971,2024-12-17,512.7993988498752,Shipped
5836,6877,2024-10-11,697.4770425038661,Pending
5837,62920,2024-08-15,197.42368773622596,Pending
5838,64466,2024-05-10,320.70199980299674,Delivered
5839,48349,2024-09-02,403.8078244131646,Cancelled
5840,92246,2024-12-10,351.55405024438596,Cancelled
5841,164788,2024-11-22,987.0236879877833,Shipped
5842,117382,2024-03-14,540.5824038254166,Cancelled
5843,111411,2024-02-17,534.464971127738,Shipped
5844,13386,2024-10-02,945.9237745800685,Shipped
5845,99120,2024-07-08,889.833059576911,Shipped
5846,122584,2024-04-05,796.7058614063923,Delivered
5847,161064,2024-07-18,950.5089786887894,Shipped
5848,26301,2024-04-18,162.3584909542432,Pending
5849,45008,2024-04-02,350.2208617093667,Cancelled
5850,84130,2024-06-11,314.1415030353071,Pending
5851,122287,2024-03-02,105.57625925065913,Delivered
5852,64024,2024-06-14,882.1705954214094,Cancelled
5853,138102,2024-10-01,692.331718314501,Delivered
5854,102356,2024-04-17,227.17108680556558,Cancelled
5855,80632,2024-03-28,177.7016984840493,Shipped
5856,164274,2024-06-14,94.69789211171675,Delivered
5857,897,2024-07-12,766.4780758339313,Cancelled
5858,23034,2024-03-01,130.71858962356924,Delivered
5859,117386,2024-08-30,261.4333118655294,Shipped
5860,142017,2024-05-10,273.9054689117424,Delivered
5861,160513,2024-05-25,548.5340835418441,Cancelled
5862,68521,2024-04-10,957.9062851361314,Shipped
5863,7705,2024-12-30,469.87293888113584,Pending
5864,168060,2024-09-23,468.9854197891021,Shipped
5865,61101,2024-02-16,13.786314410618473,Pending
5866,23655,2024-03-04,621.9910992954892,Pending
5867,157013,2024-04-04,939.7421536671305,Cancelled
5868,49969,2024-04-10,596.0979684536619,Cancelled
5869,88872,2024-07-07,965.4088289498961,Pending
5870,44218,2024-09-02,816.3728280183074,Cancelled
5871,157522,2024-12-07,167.61626703456244,Delivered
5872,152561,2024-08-07,578.7191175681149,Pending
5873,159928,2024-07-22,44.04160398887847,Pending
5874,21365,2024-08-07,341.9164427201175,Shipped
5875,68519,2024-02-17,756.1475108701784,Pending
5876,62285,2024-12-30,965.4460148889456,Delivered
5877,136488,2024-05-11,288.96723898539,Cancelled
5878,142394,2024-06-10,961.150806638846,Cancelled
5879,68871,2024-08-18,852.3126722785298,Delivered
5880,74518,2024-09-08,783.3352956783147,Pending
5881,70159,2024-02-01,45.75650057338063,Cancelled
5882,143381,2024-12-22,136.99474871903723,Cancelled
5883,44179,2024-10-03,765.1109268750312,Cancelled
5884,14855,2024-11-09,662.8144265777196,Pending
5885,55429,2024-01-07,86.94083166593276,Pending
5886,19286,2024-11-01,558.099501901448,Delivered
5887,28546,2024-06-26,373.9245310020588,Pending
5888,4536,2024-10-29,719.7364448617833,Shipped
5889,103869,2024-11-15,173.89323376558002,Shipped
5890,123000,2024-02-09,757.8335919524757,Shipped
5891,97864,2024-03-01,476.0363733397655,Cancelled
5892,152603,2024-08-20,643.3685840706951,Cancelled
5893,34624,2024-01-10,101.3474616305831,Cancelled
5894,111508,2024-05-01,842.4619639384886,Shipped
5895,148618,2024-08-10,489.7402286605319,Pending
5896,1096,2024-09-16,698.2690039091691,Delivered
5897,84383,2024-03-30,630.0834217138238,Cancelled
5898,79520,2024-04-08,53.20695302830399,Pending
5899,163730,2024-05-06,206.26136641408613,Pending
5900,127375,2024-03-15,437.4644439097929,Cancelled
5901,312,2024-10-27,718.5431921141424,Delivered
5902,58484,2024-10-20,941.0063476278456,Shipped
5903,131828,2024-10-30,800.704497179034,Shipped
5904,62172,2024-10-27,111.31835077030237,Delivered
5905,137367,2024-09-11,966.4481830601302,Cancelled
5906,156343,2024-10-31,358.1087233590504,Delivered
5907,50789,2024-01-28,912.2230396272113,Delivered
5908,90609,2024-06-13,328.59566295725426,Shipped
5909,104563,2024-06-02,379.37655261047024,Delivered
5910,58786,2024-06-12,371.6132613884353,Shipped
5911,144494,2024-06-01,521.4004429703789,Pending
5912,105613,2024-11-16,612.0105310383435,Shipped
5913,72869,2024-03-31,200.52329720164528,Delivered
5914,116072,2024-12-05,263.4306330051779,Delivered
5915,149890,2024-01-22,852.9435269088526,Shipped
5916,30803,2024-04-18,529.8805911570105,Delivered
5917,102105,2024-08-29,506.1567251714462,Delivered
5918,74458,2024-12-19,685.7010764549647,Delivered
5919,9466,2024-02-19,391.82304437818055,Shipped
5920,126314,2024-03-11,82.74858096983593,Cancelled
5921,81891,2024-05-08,413.2168299391043,Shipped
5922,106582,2024-11-18,394.1372881045768,Delivered
5923,86425,2024-03-16,43.21404792566693,Cancelled
5924,26385,2024-09-06,376.6109681448723,Cancelled
5925,108673,2024-03-08,326.10896613596196,Cancelled
5926,33788,2024-12-09,205.6006639113569,Delivered
5927,95700,2024-11-26,889.788338287028,Pending
5928,62208,2024-07-27,291.46476167447827,Delivered
5929,103966,2024-08-13,127.85623447711015,Delivered
5930,153350,2024-06-16,448.6189176137208,Pending
5931,34809,2024-08-18,841.1057196602221,Cancelled
5932,88701,2024-10-30,30.725900224206352,Cancelled
5933,37725,2024-09-26,928.5059066152949,Pending
5934,66170,2024-11-01,78.79298266949547,Shipped
5935,27665,2024-11-23,992.6690770282531,Pending
5936,72566,2024-12-17,611.0400547688344,Pending
5937,80451,2024-07-07,89.7007931623593,Pending
5938,57102,2024-05-15,859.2198640778398,Delivered
5939,54374,2024-09-29,580.3456202121796,Pending
5940,136702,2024-07-21,383.97900302360756,Cancelled
5941,76195,2024-02-08,745.0373909075926,Shipped
5942,29551,2024-09-16,719.9878891465484,Delivered
5943,104845,2024-04-22,58.078066739072746,Shipped
5944,38183,2024-06-30,734.6213988783697,Delivered
5945,150144,2024-02-04,60.65564877301263,Shipped
5946,168467,2024-08-08,645.1294754144296,Pending
5947,147537,2024-01-19,150.76458285932796,Shipped
5948,71075,2024-01-06,122.58916613567219,Pending
5949,39191,2024-12-11,441.7410456757603,Delivered
5950,89788,2024-08-09,847.2511787175827,Pending
5951,122338,2024-01-14,71.94480132837688,Pending
5952,53140,2024-03-11,718.0023783829187,Delivered
5953,67897,2024-05-09,442.74625649343017,Pending
5954,169191,2024-11-30,993.0457917461184,Shipped
5955,27725,2024-05-24,95.37637182509857,Shipped
5956,54547,2024-07-02,672.6207272551167,Delivered
5957,25987,2024-07-12,133.2991127924187,Delivered
5958,49340,2024-02-14,281.18359879547455,Shipped
5959,86616,2024-06-06,29.295983673010603,Shipped
5960,18276,2024-06-17,661.3893585721088,Pending
5961,111066,2024-02-19,939.1890174463193,Delivered
5962,60172,2024-08-02,897.1148252699875,Pending
5963,95150,2024-05-29,42.3901346784177,Cancelled
5964,15836,2024-03-23,483.6200582961581,Pending
5965,148178,2024-10-23,728.0816215133466,Delivered
5966,71693,2024-04-11,38.562932128631175,Cancelled
5967,69431,2024-03-17,561.0432100847135,Shipped
5968,38936,2024-08-26,920.1485020798642,Cancelled
5969,147027,2024-02-29,258.76629819683114,Cancelled
5970,71194,2024-04-20,912.7067295288082,Pending
5971,126104,2024-06-01,34.888325665924036,Delivered
5972,138366,2024-02-15,256.48414283015836,Shipped
5973,88317,2024-04-13,362.411067547171,Shipped
5974,99383,2024-09-30,595.1260675739677,Cancelled
5975,157555,2024-05-17,485.6210288680704,Pending
5976,19918,2024-03-26,672.4544689642804,Shipped
5977,60562,2024-09-21,527.0386276429471,Cancelled
5978,140037,2024-05-21,948.2475636354229,Cancelled
5979,17681,2024-12-17,789.1308017280938,Pending
5980,78531,2024-06-05,959.5144923502311,Delivered
5981,42670,2024-07-04,493.70445829539096,Shipped
5982,145625,2024-07-23,857.3835679113317,Pending
5983,157843,2024-05-18,649.6333180484355,Shipped
5984,136120,2024-08-17,340.69912078207904,Pending
5985,143215,2024-12-11,940.5929473168646,Pending
5986,109404,2024-01-18,264.45418322402566,Delivered
5987,104643,2024-09-11,31.02404373932931,Shipped
5988,86166,2024-08-22,660.4245236108881,Pending
5989,67761,2024-12-24,752.7601058880455,Delivered
5990,10555,2024-12-20,770.8613443854356,Pending
5991,162943,2024-11-01,265.4953420368211,Cancelled
5992,93898,2024-01-11,133.3903833786349,Cancelled
5993,112908,2024-04-18,396.89268867635053,Cancelled
5994,15112,2024-06-22,759.659800616539,Shipped
5995,122304,2024-08-09,804.158590921691,Cancelled
5996,59462,2024-06-24,574.033118027286,Delivered
5997,110279,2024-02-29,571.7455023018325,Cancelled
5998,153286,2024-10-21,621.8908599323336,Delivered
5999,110393,2024-03-05,777.7180022215877,Cancelled
6000,5397,2024-09-14,257.2297317941259,Cancelled
6001,156496,2024-10-08,659.6461018488258,Delivered
6002,31751,2024-02-08,968.9175527942926,Shipped
6003,167139,2024-01-14,220.1614117532625,Cancelled
6004,37862,2024-10-07,323.19412745657803,Cancelled
6005,122981,2024-09-06,91.59401525974832,Pending
6006,123825,2024-12-11,977.7013275493041,Pending
6007,41595,2024-07-11,775.0018226887313,Cancelled
6008,143740,2024-10-15,489.3315955568562,Delivered
6009,104635,2024-11-22,109.84653599359362,Cancelled
6010,24252,2024-12-14,206.44821232380116,Delivered
6011,65455,2024-04-24,806.6022549401793,Delivered
6012,110852,2024-10-25,288.31876943746494,Cancelled
6013,141533,2024-09-09,994.8026571855279,Shipped
6014,166592,2024-06-27,971.545296839862,Shipped
6015,35724,2024-03-10,477.19665258295964,Cancelled
6016,108645,2024-11-01,893.6782945091919,Pending
6017,30612,2024-05-01,227.61798198425058,Cancelled
6018,107845,2024-10-09,838.3526154168256,Cancelled
6019,83302,2024-05-18,823.248941697764,Cancelled
6020,157801,2024-09-19,44.46216207723554,Shipped
6021,142465,2024-07-21,320.4571340603508,Pending
6022,148413,2024-10-27,788.753101297446,Delivered
6023,53511,2024-12-21,702.2325212622991,Delivered
6024,120925,2024-01-08,398.1527839195122,Shipped
6025,57431,2024-02-13,561.1025244752836,Cancelled
6026,33774,2024-09-10,271.2447518359154,Pending
6027,24953,2024-03-27,831.717491005476,Delivered
6028,45156,2024-01-30,148.34287124534322,Cancelled
6029,1534,2024-05-27,867.9978255444317,Shipped
6030,169361,2024-05-06,221.875235187312,Shipped
6031,168920,2024-03-06,247.7134007766058,Shipped
6032,105898,2024-12-11,660.8015484805607,Delivered
6033,148703,2024-04-28,846.8461177741051,Pending
6034,155994,2024-01-16,961.524380088267,Delivered
6035,116388,2024-01-22,44.61523466747537,Pending
6036,35273,2024-07-09,484.7633027826565,Cancelled
6037,117598,2024-09-15,939.9999444559636,Pending
6038,57184,2024-07-10,594.7081585542105,Shipped
6039,4791,2024-03-29,571.4134943508684,Cancelled
6040,152126,2024-01-15,309.45893274013804,Shipped
6041,55136,2024-03-11,670.1511711359861,Pending
6042,24072,2024-01-28,217.1165914029062,Pending
6043,138009,2024-02-24,610.2790995326238,Pending
6044,116001,2024-09-07,515.5531278030119,Shipped
6045,58239,2024-12-10,812.2062680803059,Delivered
6046,157594,2024-12-05,339.6475725173982,Delivered
6047,29499,2024-01-15,473.858693172924,Shipped
6048,100348,2024-09-30,431.5275762022945,Pending
6049,150566,2024-07-06,34.81038060129916,Pending
6050,18500,2024-12-12,300.2957061684503,Cancelled
6051,145372,2024-12-28,467.4477669651334,Pending
6052,156874,2024-09-23,973.1266176426196,Shipped
6053,64711,2024-04-22,985.5214001547031,Pending
6054,78015,2024-07-25,787.5757986020523,Delivered
6055,37381,2024-07-01,750.2169066371754,Shipped
6056,87287,2024-02-02,971.1368495700407,Pending
6057,104349,2024-06-10,561.9011913227139,Cancelled
6058,22096,2024-10-29,177.74771243743888,Shipped
6059,87255,2024-06-27,318.4833967380292,Delivered
6060,105081,2024-10-25,375.99626120483896,Cancelled
6061,21688,2024-02-07,265.66529944236675,Delivered
6062,51185,2024-09-28,988.4930083147381,Shipped
6063,142714,2024-02-25,392.06197164639696,Pending
6064,124564,2024-08-20,732.9455820097334,Delivered
6065,88748,2024-05-24,692.9925563004862,Pending
6066,22376,2024-05-24,948.1814416986722,Shipped
6067,162530,2024-03-19,866.6456824687829,Shipped
6068,120349,2024-08-31,43.11961837205431,Delivered
6069,51622,2024-04-15,444.8148446669422,Shipped
6070,49884,2024-03-10,297.63414869856587,Cancelled
6071,21810,2024-01-07,876.1991072051599,Pending
6072,152522,2024-12-10,614.9127027757155,Shipped
6073,130142,2024-11-04,830.668265092275,Shipped
6074,35948,2024-04-03,573.4339688018238,Cancelled
6075,91284,2024-04-22,740.1348077188554,Shipped
6076,10344,2024-01-14,681.3320643834671,Shipped
6077,143558,2024-04-18,484.9557877797539,Cancelled
6078,70804,2024-12-05,977.0314367102595,Pending
6079,67647,2024-10-01,157.39066100362308,Delivered
6080,120035,2024-08-18,29.80489418314684,Cancelled
6081,32535,2024-02-06,534.5233882559439,Shipped
6082,154891,2024-06-30,24.59415190246724,Pending
6083,111130,2024-04-01,493.58427348045734,Delivered
6084,148042,2024-10-04,498.126745573533,Delivered
6085,78857,2024-01-18,762.8530801103175,Delivered
6086,55222,2024-08-29,568.3691166662887,Delivered
6087,78488,2024-03-05,759.3611171189807,Pending
6088,55789,2024-05-13,166.57507173970308,Pending
6089,158486,2024-05-07,150.58958708140332,Pending
6090,108266,2024-12-21,558.6416824944401,Delivered
6091,97733,2024-04-22,912.1836873881351,Pending
6092,98462,2024-03-02,679.2793765439716,Cancelled
6093,121589,2024-05-29,234.86823299872933,Cancelled
6094,21721,2024-12-22,844.3961461671524,Cancelled
6095,73041,2024-03-30,942.6692564697073,Delivered
6096,168929,2024-05-26,393.635868944174,Pending
6097,101443,2024-08-26,144.39095080015926,Shipped
6098,73700,2024-09-01,910.9922793562986,Delivered
6099,37726,2024-02-20,169.27461979937468,Pending
6100,109694,2024-10-13,975.0918263154388,Pending
6101,39465,2024-09-09,328.78586836121593,Shipped
6102,580,2024-11-24,218.50583955115542,Cancelled
6103,48995,2024-08-06,579.0386902866445,Delivered
6104,63254,2024-06-15,662.2392874678793,Pending
6105,130498,2024-11-28,186.758299788486,Cancelled
6106,138947,2024-11-29,577.6712461904154,Shipped
6107,114240,2024-02-04,692.1475645870329,Shipped
6108,26,2024-07-11,302.67637509774903,Shipped
6109,18866,2024-08-23,90.927690583935,Pending
6110,108294,2024-09-23,203.17523099269084,Cancelled
6111,87260,2024-02-06,877.7053445055298,Pending
6112,136122,2024-10-02,714.2864944535528,Cancelled
6113,96334,2024-02-22,351.0991704836168,Delivered
6114,20240,2024-05-07,941.0054477619334,Cancelled
6115,19339,2024-04-11,659.8454030902396,Delivered
6116,167847,2024-03-23,751.670276642049,Shipped
6117,152687,2024-03-22,691.9839021956634,Delivered
6118,52074,2024-02-10,822.0637810934054,Cancelled
6119,35062,2024-06-13,349.3416773456215,Pending
6120,25144,2024-01-08,629.1020303695301,Pending
6121,18008,2024-03-10,37.043038942545884,Cancelled
6122,22059,2024-05-15,766.3077822621882,Cancelled
6123,101464,2024-12-11,312.5715281557355,Delivered
6124,158566,2024-12-08,564.0559193609531,Shipped
6125,168226,2024-05-03,780.5983601249346,Pending
6126,52618,2024-08-23,575.0087969826908,Cancelled
6127,161604,2024-12-16,149.29834615112634,Cancelled
6128,75514,2024-06-22,24.883348958166614,Delivered
6129,84889,2024-06-08,478.5115539005319,Shipped
6130,68918,2024-07-16,778.136587525439,Shipped
6131,25998,2024-12-04,532.7299339343168,Shipped
6132,77115,2024-10-12,99.861798461729,Delivered
6133,142865,2024-07-21,215.39434476377397,Cancelled
6134,50952,2024-01-02,526.388029953977,Shipped
6135,27368,2024-08-17,686.2520033279378,Shipped
6136,58969,2024-03-29,62.85644475547111,Pending
6137,149395,2024-12-15,774.1988927187037,Cancelled
6138,166440,2024-02-02,143.80041190073257,Pending
6139,126378,2024-12-18,21.731320052113276,Pending
6140,145286,2024-03-31,890.3206418080982,Delivered
6141,159585,2024-01-11,660.7571655887064,Delivered
6142,157866,2024-08-20,33.25704425044819,Cancelled
6143,55625,2024-12-16,11.571591202176334,Shipped
6144,19586,2024-01-03,175.34863711853924,Delivered
6145,68046,2024-03-28,401.44631751598547,Shipped
6146,47983,2024-01-18,598.8503382114968,Shipped
6147,113890,2024-05-11,994.8728972214716,Pending
6148,89550,2024-07-06,636.3212292455628,Shipped
6149,9953,2024-05-17,136.5374457932732,Shipped
6150,14684,2024-12-07,946.4096882834248,Shipped
6151,63424,2024-08-26,656.0698147576309,Shipped
6152,148177,2024-03-19,378.61866311718444,Pending
6153,127885,2024-05-15,762.8734504437904,Shipped
6154,14591,2024-03-31,501.2153132584872,Pending
6155,151374,2024-11-27,643.5148388625364,Cancelled
6156,137873,2024-02-22,382.331279410221,Shipped
6157,81421,2024-08-22,168.80777824573775,Cancelled
6158,121130,2024-11-05,737.8155304405966,Pending
6159,11566,2024-01-23,645.7024761156458,Pending
6160,72412,2024-07-15,588.3232797722197,Cancelled
6161,138788,2024-04-29,513.7445067003014,Cancelled
6162,131721,2024-01-30,414.8801193099611,Shipped
6163,133290,2024-02-23,323.28749078706795,Pending
6164,32571,2024-09-08,450.839824277738,Cancelled
6165,29874,2024-06-30,23.04379739001748,Cancelled
6166,12162,2024-03-11,102.10289732750672,Pending
6167,150040,2024-12-02,940.8986982441808,Pending
6168,160824,2024-04-30,367.2397664847638,Shipped
6169,81712,2024-03-10,540.9901806853522,Cancelled
6170,127705,2024-07-09,539.2313647997182,Pending
6171,124492,2024-03-17,872.4363049382083,Shipped
6172,154657,2024-05-28,883.222007239519,Shipped
6173,47781,2024-12-03,419.12442544609394,Shipped
6174,21875,2024-08-26,575.5881326360548,Shipped
6175,60488,2024-09-19,668.6361509761003,Delivered
6176,33706,2024-11-04,925.1237456972304,Delivered
6177,46505,2024-09-20,781.1081173140494,Delivered
6178,127333,2024-08-23,986.8288510020195,Pending
6179,166836,2024-04-09,271.37272429667547,Shipped
6180,131025,2024-01-03,937.9773415344177,Pending
6181,70512,2024-05-20,259.02903390167114,Delivered
6182,68200,2024-06-09,799.3108482983529,Shipped
6183,67905,2024-06-10,951.6787349682958,Pending
6184,109645,2024-08-18,741.9082837343459,Delivered
6185,68501,2024-02-07,768.5211105359033,Pending
6186,153959,2024-05-16,986.6130057343056,Delivered
6187,64970,2024-12-09,375.7950750847272,Delivered
6188,44741,2024-02-02,376.0946035583888,Pending
6189,129575,2024-10-04,117.82312323212454,Cancelled
6190,38429,2024-01-29,91.48662519855088,Cancelled
6191,13564,2024-03-20,431.74118501065124,Cancelled
6192,82438,2024-06-21,89.60466934391482,Delivered
6193,115810,2024-05-13,994.7733772144773,Shipped
6194,45626,2024-09-24,89.9515158850897,Shipped
6195,21915,2024-10-11,324.1088914947812,Shipped
6196,38904,2024-05-03,678.4745879814395,Shipped
6197,21064,2024-05-06,759.0831656932979,Cancelled
6198,117732,2024-02-22,336.42295606972516,Shipped
6199,66082,2024-10-29,309.85031177686227,Shipped
6200,25521,2024-08-16,663.1186628575375,Cancelled
6201,65361,2024-05-31,571.7770136318279,Delivered
6202,147968,2024-11-27,514.1577987073523,Delivered
6203,133230,2024-08-18,546.2461989645566,Delivered
6204,15577,2024-10-16,711.2038841684416,Delivered
6205,6821,2024-04-21,470.1289855076021,Cancelled
6206,90522,2024-02-09,100.70212679042325,Delivered
6207,129107,2024-02-06,954.2415110484402,Shipped
6208,81835,2024-05-02,74.1597443187288,Delivered
6209,131332,2024-11-10,269.9218937795422,Cancelled
6210,84504,2024-11-27,139.79018549667967,Cancelled
6211,132945,2024-01-26,264.457467413794,Delivered
6212,19758,2024-05-13,196.3759866600689,Pending
6213,138185,2024-05-13,284.33347352356196,Shipped
6214,29757,2024-06-13,371.7294328294525,Pending
6215,16204,2024-10-29,953.5809795858961,Shipped
6216,62023,2024-07-12,427.76509808987095,Pending
6217,124226,2024-09-28,258.9413299222522,Delivered
6218,161469,2024-03-17,930.50803614514,Delivered
6219,114742,2024-10-07,238.3499167924667,Delivered
6220,155161,2024-10-09,220.70587878515303,Delivered
6221,155615,2024-01-13,471.19366726715737,Shipped
6222,38597,2024-09-29,846.5022744496797,Cancelled
6223,109035,2024-09-11,218.7177548719736,Delivered
6224,139423,2024-09-29,862.7306584563831,Cancelled
6225,146870,2024-09-17,493.4716620923916,Delivered
6226,98583,2024-02-22,76.72461781195082,Cancelled
6227,8574,2024-12-07,346.991632828682,Delivered
6228,56460,2024-11-03,179.27073651105096,Shipped
6229,147520,2024-08-10,353.77771977061053,Delivered
6230,146580,2024-06-13,365.6830820746528,Cancelled
6231,47287,2024-03-01,482.82194408413227,Shipped
6232,123762,2024-04-12,994.762195424095,Cancelled
6233,49572,2024-06-19,813.607676142735,Shipped
6234,90438,2024-03-11,364.50485569715744,Delivered
6235,82279,2024-01-30,745.280440570508,Delivered
6236,132914,2024-12-26,305.90597977789844,Cancelled
6237,58255,2024-07-27,682.5669616917723,Shipped
6238,23617,2024-02-22,153.11649779043063,Shipped
6239,85885,2024-03-11,96.12208848171004,Delivered
6240,160745,2024-04-10,869.5141437124693,Pending
6241,143505,2024-12-05,926.6302312352611,Shipped
